id,inscription_date
626116,2020-03-31
626117,2020-06-25
626118,2020-05-05
626119,2020-05-25
626120,2020-05-07
626121,2020-02-24
626122,2020-05-22
626123,2020-02-20
626124,2020-05-28
626125,2020-03-06
626126,2020-01-08
626127,2020-01-30
626128,2020-03-10
626129,2020-02-21
626130,2020-05-28
626131,2020-05-29
626132,2020-04-24
626133,2020-03-22
626134,2020-06-26
626135,2020-06-06
626136,2020-02-21
626137,2020-01-15
626138,2020-03-10
626139,2020-05-24
626140,2020-05-24
626141,2020-05-23
626142,2020-04-27
626143,2020-03-10
626144,2020-04-06
626145,2020-01-21
626146,2020-03-24
626147,2020-03-27
626148,2020-04-19
626149,2020-05-17
626150,2020-01-05
626151,2020-01-07
626152,2020-04-16
626153,2020-06-04
626154,2020-06-11
626155,2020-01-16
626156,2020-01-20
626157,2020-04-19
626158,2020-03-19
626159,2020-04-23
626160,2020-04-21
626161,2020-05-13
626162,2020-02-07
626163,2020-05-28
626164,2020-02-21
626165,2020-03-20
626166,2020-02-28
626167,2020-02-17
626168,2020-01-23
626169,2020-03-26
626170,2020-06-04
626171,2020-05-01
626172,2020-03-11
626173,2020-06-18
626174,2020-03-28
626175,2020-01-26
626176,2020-02-03
626177,2020-04-02
626178,2020-03-25
626179,2020-04-02
626180,2020-06-28
626181,2020-05-13
626182,2020-02-13
626183,2020-01-10
626184,2020-06-29
626185,2020-02-03
626186,2020-02-09
626187,2020-04-17
626188,2020-02-10
626189,2020-02-18
626190,2020-01-20
626191,2020-06-30
626192,2020-03-19
626193,2020-01-29
626194,2020-02-21
626195,2020-02-19
626196,2020-04-23
626197,2020-04-02
626198,2020-06-05
626199,2020-02-24
626200,2020-04-19
626201,2020-06-25
626202,2020-06-12
626203,2020-06-02
626204,2020-05-27
626205,2020-01-26
626206,2020-04-23
626207,2020-05-15
626208,2020-03-18
626209,2020-02-05
626210,2020-05-08
626211,2020-05-05
626212,2020-05-27
626213,2020-04-19
626214,2020-04-06
626215,2020-04-04
626216,2020-03-26
626217,2020-05-02
626218,2020-01-29
626219,2020-01-13
626220,2020-06-03
626221,2020-01-09
626222,2020-01-01
626223,2020-05-06
626224,2020-01-13
626225,2020-02-12
626226,2020-01-17
626227,2020-02-20
626228,2020-06-24
626229,2020-03-24
626230,2020-04-11
626231,2020-01-16
626232,2020-04-12
626233,2020-01-31
626234,2020-04-28
626235,2020-06-19
626236,2020-03-31
626237,2020-01-15
626238,2020-05-10
626239,2020-06-11
626240,2020-05-10
626241,2020-05-28
626242,2020-03-22
626243,2020-06-19
626244,2020-05-15
626245,2020-03-22
626246,2020-03-01
626247,2020-04-30
626248,2020-01-24
626249,2020-03-06
626250,2020-03-16
626251,2020-06-17
626252,2020-05-31
626253,2020-04-11
626254,2020-04-12
626255,2020-05-31
626256,2020-01-02
626257,2020-06-21
626258,2020-05-22
626259,2020-05-05
626260,2020-01-23
626261,2020-02-28
626262,2020-05-23
626263,2020-04-11
626264,2020-05-09
626265,2020-03-02
626266,2020-01-04
626267,2020-04-14
626268,2020-03-21
626269,2020-04-10
626270,2020-01-30
626271,2020-01-14
626272,2020-05-08
626273,2020-02-21
626274,2020-06-16
626275,2020-06-27
626276,2020-06-05
626277,2020-05-23
626278,2020-03-09
626279,2020-02-22
626280,2020-01-04
626281,2020-03-26
626282,2020-05-30
626283,2020-04-07
626284,2020-06-03
626285,2020-03-20
626286,2020-03-21
626287,2020-04-17
626288,2020-05-07
626289,2020-05-25
626290,2020-04-30
626291,2020-06-23
626292,2020-02-02
626293,2020-03-15
626294,2020-04-19
626295,2020-04-19
626296,2020-06-12
626297,2020-02-03
626298,2020-05-11
626299,2020-05-21
626300,2020-04-17
626301,2020-04-25
626302,2020-05-14
626303,2020-06-19
626304,2020-06-04
626305,2020-06-19
626306,2020-05-17
626307,2020-03-30
626308,2020-02-17
626309,2020-01-13
626310,2020-03-27
626311,2020-01-28
626312,2020-01-06
626313,2020-02-12
626314,2020-01-07
626315,2020-04-25
626316,2020-02-10
626317,2020-06-21
626318,2020-01-31
626319,2020-03-15
626320,2020-04-16
626321,2020-05-29
626322,2020-01-17
626323,2020-03-10
626324,2020-04-06
626325,2020-03-09
626326,2020-01-14
626327,2020-04-04
626328,2020-01-31
626329,2020-04-14
626330,2020-02-20
626331,2020-06-06
626332,2020-06-12
626333,2020-03-06
626334,2020-05-31
626335,2020-04-26
626336,2020-03-01
626337,2020-03-30
626338,2020-05-13
626339,2020-02-25
626340,2020-02-29
626341,2020-04-17
626342,2020-01-20
626343,2020-03-26
626344,2020-03-16
626345,2020-01-13
626346,2020-06-22
626347,2020-03-07
626348,2020-03-03
626349,2020-02-16
626350,2020-01-18
626351,2020-01-03
626352,2020-01-08
626353,2020-01-31
626354,2020-01-17
626355,2020-01-31
626356,2020-02-26
626357,2020-06-12
626358,2020-02-11
626359,2020-01-24
626360,2020-01-05
626361,2020-02-22
626362,2020-02-04
626363,2020-06-29
626364,2020-01-21
626365,2020-03-19
626366,2020-04-20
626367,2020-02-05
626368,2020-06-18
626369,2020-03-17
626370,2020-02-27
626371,2020-03-01
626372,2020-03-22
626373,2020-01-08
626374,2020-02-10
626375,2020-03-12
626376,2020-03-28
626377,2020-05-12
626378,2020-03-02
626379,2020-04-30
626380,2020-06-22
626381,2020-01-28
626382,2020-02-26
626383,2020-06-10
626384,2020-03-23
626385,2020-02-26
626386,2020-03-26
626387,2020-05-27
626388,2020-01-23
626389,2020-04-22
626390,2020-06-07
626391,2020-05-03
626392,2020-01-19
626393,2020-01-20
626394,2020-01-26
626395,2020-03-18
626396,2020-05-13
626397,2020-02-22
626398,2020-04-18
