id,inscription_date
250206,2020-02-19
250207,2020-06-12
250208,2020-04-19
250209,2020-04-15
250210,2020-01-08
250211,2020-04-11
250212,2020-04-19
250213,2020-03-12
250214,2020-04-09
250215,2020-01-06
250216,2020-02-04
250217,2020-06-28
250218,2020-03-01
250219,2020-02-24
250220,2020-05-01
250221,2020-01-06
250222,2020-05-17
250223,2020-04-15
250224,2020-06-28
250225,2020-03-10
250226,2020-01-24
250227,2020-02-04
250228,2020-04-27
250229,2020-01-22
250230,2020-02-22
250231,2020-06-05
250232,2020-03-06
250233,2020-04-12
250234,2020-03-10
250235,2020-02-14
250236,2020-04-25
250237,2020-01-08
250238,2020-03-22
250239,2020-02-02
250240,2020-01-06
250241,2020-05-17
250242,2020-05-02
250243,2020-04-15
250244,2020-02-16
250245,2020-06-12
250246,2020-02-10
250247,2020-05-08
250248,2020-03-29
250249,2020-01-09
250250,2020-06-12
250251,2020-04-19
250252,2020-03-29
250253,2020-04-04
250254,2020-05-21
250255,2020-05-24
250256,2020-02-29
250257,2020-06-19
250258,2020-06-21
250259,2020-01-08
250260,2020-02-20
250261,2020-01-11
250262,2020-06-17
250263,2020-06-12
250264,2020-05-05
250265,2020-02-25
250266,2020-06-02
250267,2020-05-29
250268,2020-06-17
250269,2020-03-28
250270,2020-01-09
250271,2020-02-13
250272,2020-01-28
250273,2020-04-05
250274,2020-01-19
250275,2020-06-11
250276,2020-03-31
250277,2020-04-16
250278,2020-05-31
250279,2020-05-03
250280,2020-01-15
250281,2020-04-27
250282,2020-04-14
250283,2020-02-18
250284,2020-01-05
250285,2020-05-12
250286,2020-05-16
250287,2020-06-09
250288,2020-04-26
250289,2020-03-05
250290,2020-01-14
250291,2020-05-07
250292,2020-03-18
250293,2020-04-10
250294,2020-04-13
250295,2020-02-15
250296,2020-02-16
250297,2020-02-27
250298,2020-06-15
250299,2020-01-30
250300,2020-01-09
250301,2020-04-19
250302,2020-05-21
250303,2020-04-25
250304,2020-05-11
250305,2020-02-07
250306,2020-02-22
250307,2020-06-11
250308,2020-05-11
250309,2020-01-21
250310,2020-03-09
250311,2020-04-03
250312,2020-05-21
250313,2020-03-13
250314,2020-06-17
250315,2020-06-06
250316,2020-04-12
250317,2020-03-22
250318,2020-02-21
250319,2020-05-21
250320,2020-06-24
250321,2020-06-15
250322,2020-04-12
250323,2020-06-30
250324,2020-04-30
250325,2020-03-07
250326,2020-05-30
250327,2020-03-01
250328,2020-01-01
250329,2020-02-27
250330,2020-05-31
250331,2020-03-29
250332,2020-04-01
250333,2020-02-10
250334,2020-01-20
250335,2020-05-25
250336,2020-01-07
250337,2020-01-24
250338,2020-01-18
250339,2020-04-06
250340,2020-04-16
250341,2020-06-15
250342,2020-04-06
250343,2020-06-18
250344,2020-06-12
250345,2020-05-03
250346,2020-05-26
250347,2020-04-15
250348,2020-06-14
250349,2020-01-05
250350,2020-02-09
250351,2020-05-16
250352,2020-03-13
250353,2020-02-09
250354,2020-03-05
250355,2020-03-24
250356,2020-06-07
250357,2020-05-11
250358,2020-05-28
250359,2020-01-06
250360,2020-03-09
250361,2020-05-11
250362,2020-04-13
250363,2020-06-25
250364,2020-05-20
250365,2020-04-29
250366,2020-01-19
250367,2020-03-18
250368,2020-05-20
250369,2020-05-08
250370,2020-02-25
250371,2020-02-18
250372,2020-04-16
250373,2020-05-29
250374,2020-03-23
250375,2020-06-18
250376,2020-04-14
250377,2020-06-02
250378,2020-03-06
250379,2020-05-06
250380,2020-01-21
250381,2020-04-10
250382,2020-05-01
250383,2020-05-05
250384,2020-06-25
250385,2020-06-28
250386,2020-05-24
250387,2020-01-17
250388,2020-02-09
250389,2020-05-19
250390,2020-02-19
250391,2020-03-01
250392,2020-04-16
250393,2020-06-28
250394,2020-03-13
250395,2020-02-13
250396,2020-01-14
250397,2020-01-29
250398,2020-02-15
250399,2020-04-20
250400,2020-03-30
250401,2020-03-09
250402,2020-03-05
250403,2020-05-01
250404,2020-02-13
250405,2020-01-29
250406,2020-01-28
250407,2020-06-16
250408,2020-01-25
250409,2020-04-15
250410,2020-03-10
250411,2020-02-26
250412,2020-05-18
250413,2020-05-06
250414,2020-06-03
250415,2020-05-13
250416,2020-06-10
250417,2020-06-12
250418,2020-01-02
250419,2020-02-24
250420,2020-02-18
250421,2020-04-08
250422,2020-04-05
250423,2020-05-03
250424,2020-02-23
250425,2020-03-21
250426,2020-06-11
250427,2020-04-15
250428,2020-04-28
250429,2020-01-14
250430,2020-03-28
250431,2020-04-18
250432,2020-02-23
250433,2020-03-29
250434,2020-03-21
250435,2020-01-18
250436,2020-05-24
250437,2020-01-12
250438,2020-05-11
250439,2020-04-26
250440,2020-03-06
250441,2020-03-14
250442,2020-04-03
250443,2020-06-14
250444,2020-06-27
250445,2020-04-08
250446,2020-03-13
250447,2020-06-08
250448,2020-02-29
250449,2020-05-01
250450,2020-03-13
250451,2020-03-01
250452,2020-03-11
250453,2020-06-28
250454,2020-03-13
250455,2020-01-18
250456,2020-03-18
250457,2020-05-01
250458,2020-04-15
250459,2020-02-22
250460,2020-05-13
250461,2020-04-27
250462,2020-05-22
250463,2020-04-18
250464,2020-01-15
250465,2020-02-20
250466,2020-01-08
250467,2020-01-13
250468,2020-04-17
250469,2020-05-08
250470,2020-06-15
250471,2020-05-13
250472,2020-01-21
250473,2020-06-27
250474,2020-04-30
250475,2020-05-05
250476,2020-05-30
250477,2020-05-28
250478,2020-02-18
250479,2020-06-27
250480,2020-01-04
250481,2020-05-27
250482,2020-02-14
250483,2020-04-16
250484,2020-04-13
250485,2020-04-13
250486,2020-02-17
250487,2020-06-29
250488,2020-04-07
250489,2020-03-21
250490,2020-01-30
250491,2020-04-24
250492,2020-01-04
250493,2020-02-13
250494,2020-05-03
250495,2020-06-16
250496,2020-05-06
250497,2020-01-25
250498,2020-01-13
250499,2020-04-10
250500,2020-02-08
250501,2020-03-29
250502,2020-06-09
250503,2020-04-25
250504,2020-05-03
250505,2020-04-08
250506,2020-01-15
250507,2020-06-19
250508,2020-01-20
250509,2020-04-15
250510,2020-01-17
250511,2020-03-26
250512,2020-06-30
250513,2020-05-26
250514,2020-02-20
250515,2020-01-29
250516,2020-03-15
250517,2020-05-13
250518,2020-04-30
250519,2020-03-19
250520,2020-06-15
250521,2020-02-01
250522,2020-03-28
250523,2020-01-08
250524,2020-05-24
250525,2020-05-06
250526,2020-02-07
250527,2020-06-05
250528,2020-01-15
250529,2020-05-26
250530,2020-05-21
250531,2020-03-06
250532,2020-04-18
250533,2020-02-14
250534,2020-06-13
250535,2020-06-03
250536,2020-02-08
250537,2020-06-04
250538,2020-06-16
250539,2020-01-29
250540,2020-02-28
250541,2020-04-08
250542,2020-02-07
250543,2020-02-11
250544,2020-05-20
250545,2020-01-07
250546,2020-04-11
250547,2020-02-24
250548,2020-03-08
250549,2020-06-10
250550,2020-06-22
250551,2020-05-18
250552,2020-06-15
250553,2020-06-09
250554,2020-03-30
250555,2020-01-12
250556,2020-01-28
250557,2020-04-16
250558,2020-04-17
250559,2020-02-19
250560,2020-04-02
250561,2020-04-14
250562,2020-04-22
250563,2020-03-08
250564,2020-01-11
250565,2020-02-01
250566,2020-02-26
250567,2020-03-18
250568,2020-01-30
250569,2020-02-14
250570,2020-01-12
250571,2020-06-23
250572,2020-05-09
250573,2020-04-23
250574,2020-01-13
250575,2020-03-14
250576,2020-01-24
250577,2020-05-02
250578,2020-06-27
250579,2020-06-23
250580,2020-06-03
250581,2020-04-19
250582,2020-03-10
250583,2020-01-22
250584,2020-05-09
250585,2020-06-03
250586,2020-02-23
250587,2020-04-16
250588,2020-01-13
250589,2020-02-03
250590,2020-02-25
250591,2020-06-10
250592,2020-03-29
250593,2020-02-19
250594,2020-02-08
250595,2020-01-13
250596,2020-05-16
250597,2020-04-21
250598,2020-01-23
250599,2020-04-20
250600,2020-01-15
250601,2020-06-26
250602,2020-05-12
250603,2020-05-02
250604,2020-02-07
250605,2020-05-14
250606,2020-04-05
250607,2020-05-24
250608,2020-01-14
250609,2020-04-06
250610,2020-05-29
250611,2020-04-06
250612,2020-04-06
250613,2020-03-19
250614,2020-01-04
250615,2020-02-21
250616,2020-03-07
250617,2020-03-27
250618,2020-02-20
250619,2020-04-04
250620,2020-06-11
250621,2020-02-16
250622,2020-03-24
250623,2020-01-12
250624,2020-01-02
250625,2020-05-18
250626,2020-01-28
250627,2020-02-20
250628,2020-04-03
250629,2020-02-22
250630,2020-04-19
250631,2020-02-06
250632,2020-01-19
250633,2020-01-20
250634,2020-05-19
250635,2020-02-01
250636,2020-06-20
250637,2020-01-29
250638,2020-03-15
250639,2020-05-31
250640,2020-01-06
250641,2020-06-23
250642,2020-04-08
250643,2020-01-29
250644,2020-02-20
250645,2020-05-19
250646,2020-02-02
250647,2020-01-09
250648,2020-06-14
250649,2020-03-21
250650,2020-03-19
250651,2020-05-12
250652,2020-01-05
250653,2020-02-09
250654,2020-03-30
250655,2020-02-26
250656,2020-03-21
250657,2020-04-14
250658,2020-02-23
250659,2020-06-02
250660,2020-06-19
250661,2020-02-03
250662,2020-03-13
250663,2020-06-16
250664,2020-01-20
250665,2020-05-25
250666,2020-01-17
250667,2020-02-23
250668,2020-05-28
250669,2020-05-30
250670,2020-05-01
250671,2020-06-26
250672,2020-06-30
250673,2020-05-20
250674,2020-04-23
250675,2020-05-18
250676,2020-02-24
250677,2020-02-28
250678,2020-04-21
250679,2020-05-21
250680,2020-01-31
250681,2020-03-11
250682,2020-05-15
250683,2020-02-12
250684,2020-05-18
250685,2020-05-25
250686,2020-01-07
250687,2020-05-06
250688,2020-02-09
250689,2020-01-19
250690,2020-04-07
250691,2020-06-30
250692,2020-03-01
250693,2020-05-21
250694,2020-04-24
250695,2020-01-19
250696,2020-03-05
250697,2020-04-30
250698,2020-03-05
250699,2020-05-12
250700,2020-05-25
250701,2020-06-16
250702,2020-01-29
250703,2020-06-28
250704,2020-04-04
250705,2020-06-05
250706,2020-01-15
250707,2020-04-08
250708,2020-04-03
250709,2020-06-16
250710,2020-04-20
250711,2020-04-02
250712,2020-01-18
250713,2020-03-02
250714,2020-03-11
250715,2020-04-03
250716,2020-06-04
250717,2020-06-12
250718,2020-04-24
250719,2020-04-25
250720,2020-01-10
250721,2020-04-28
250722,2020-03-02
250723,2020-02-16
250724,2020-02-12
250725,2020-03-17
250726,2020-03-19
250727,2020-06-25
250728,2020-04-02
250729,2020-06-12
250730,2020-02-27
250731,2020-05-03
250732,2020-04-17
250733,2020-06-02
250734,2020-05-28
250735,2020-02-09
250736,2020-05-22
250737,2020-03-14
250738,2020-03-26
250739,2020-02-21
250740,2020-06-03
250741,2020-03-03
250742,2020-02-13
250743,2020-01-16
250744,2020-05-24
250745,2020-01-22
250746,2020-03-12
250747,2020-06-06
250748,2020-04-30
250749,2020-02-19
250750,2020-05-07
250751,2020-02-04
250752,2020-05-10
250753,2020-01-05
250754,2020-06-18
250755,2020-03-02
250756,2020-02-03
250757,2020-03-09
250758,2020-01-11
250759,2020-03-03
250760,2020-02-14
250761,2020-02-25
250762,2020-02-21
250763,2020-04-26
250764,2020-04-23
250765,2020-04-28
250766,2020-03-23
250767,2020-06-21
250768,2020-02-01
250769,2020-02-18
250770,2020-03-19
250771,2020-04-03
250772,2020-03-31
250773,2020-04-23
250774,2020-06-18
250775,2020-04-11
250776,2020-03-22
250777,2020-03-11
250778,2020-01-17
250779,2020-04-27
250780,2020-01-13
250781,2020-05-12
250782,2020-01-25
250783,2020-03-02
250784,2020-02-26
250785,2020-02-23
250786,2020-05-08
250787,2020-06-04
250788,2020-03-02
250789,2020-05-24
250790,2020-04-24
250791,2020-02-15
250792,2020-05-11
250793,2020-06-23
250794,2020-02-09
250795,2020-02-02
250796,2020-02-09
250797,2020-01-24
250798,2020-01-18
250799,2020-01-05
250800,2020-03-22
250801,2020-01-01
250802,2020-01-29
250803,2020-01-22
250804,2020-02-24
250805,2020-02-08
250806,2020-02-21
250807,2020-06-19
250808,2020-01-31
250809,2020-02-08
250810,2020-04-30
250811,2020-03-30
250812,2020-02-04
250813,2020-01-20
250814,2020-06-17
250815,2020-03-19
250816,2020-06-17
250817,2020-05-11
250818,2020-03-25
250819,2020-05-30
250820,2020-02-25
250821,2020-03-02
250822,2020-04-11
250823,2020-04-06
250824,2020-04-25
250825,2020-04-20
250826,2020-01-06
250827,2020-06-17
250828,2020-05-22
250829,2020-03-10
250830,2020-01-11
250831,2020-03-05
250832,2020-05-09
250833,2020-02-05
250834,2020-02-07
250835,2020-03-26
250836,2020-03-24
250837,2020-03-09
250838,2020-05-04
250839,2020-06-28
250840,2020-03-17
250841,2020-05-01
250842,2020-02-17
250843,2020-06-18
250844,2020-02-10
250845,2020-03-19
250846,2020-06-21
250847,2020-06-04
250848,2020-06-01
250849,2020-04-22
250850,2020-05-11
250851,2020-03-20
250852,2020-04-26
250853,2020-01-14
250854,2020-01-06
250855,2020-06-07
250856,2020-05-17
250857,2020-05-19
250858,2020-03-22
250859,2020-01-21
250860,2020-02-17
250861,2020-01-16
250862,2020-03-30
250863,2020-03-01
250864,2020-01-22
250865,2020-01-19
250866,2020-01-12
250867,2020-02-10
250868,2020-05-23
250869,2020-04-22
250870,2020-03-16
250871,2020-02-16
250872,2020-06-12
250873,2020-02-01
250874,2020-03-16
250875,2020-04-09
250876,2020-04-03
250877,2020-05-27
250878,2020-03-04
250879,2020-05-16
250880,2020-05-27
250881,2020-04-13
250882,2020-04-06
250883,2020-04-16
250884,2020-05-29
250885,2020-05-25
250886,2020-04-08
250887,2020-05-30
250888,2020-06-06
250889,2020-01-30
250890,2020-04-11
250891,2020-01-23
250892,2020-02-11
250893,2020-04-09
250894,2020-04-26
250895,2020-06-18
250896,2020-05-24
250897,2020-03-29
250898,2020-06-20
250899,2020-02-06
250900,2020-05-11
250901,2020-06-18
250902,2020-04-06
250903,2020-05-31
250904,2020-06-18
250905,2020-02-21
250906,2020-04-01
250907,2020-03-21
250908,2020-03-03
250909,2020-02-25
250910,2020-06-28
250911,2020-06-07
250912,2020-01-31
250913,2020-06-19
250914,2020-06-18
250915,2020-01-06
250916,2020-03-26
250917,2020-05-10
250918,2020-06-21
250919,2020-02-05
250920,2020-02-10
250921,2020-06-05
250922,2020-05-13
250923,2020-02-08
250924,2020-04-07
250925,2020-05-17
250926,2020-03-28
250927,2020-04-26
250928,2020-03-22
250929,2020-01-23
250930,2020-04-11
250931,2020-01-21
250932,2020-03-13
250933,2020-05-17
250934,2020-05-24
250935,2020-02-27
250936,2020-05-03
250937,2020-06-24
250938,2020-04-15
250939,2020-05-21
250940,2020-04-08
250941,2020-06-02
250942,2020-05-31
250943,2020-05-19
250944,2020-03-02
250945,2020-01-12
250946,2020-03-13
250947,2020-01-01
250948,2020-01-05
250949,2020-05-18
250950,2020-01-11
250951,2020-01-24
250952,2020-05-02
250953,2020-04-10
250954,2020-04-22
250955,2020-06-05
250956,2020-01-20
250957,2020-03-12
250958,2020-02-22
250959,2020-04-26
250960,2020-06-22
250961,2020-05-17
250962,2020-02-25
250963,2020-02-27
250964,2020-01-14
250965,2020-02-08
250966,2020-04-12
250967,2020-02-20
250968,2020-04-14
250969,2020-06-10
250970,2020-03-08
250971,2020-02-17
250972,2020-03-17
250973,2020-03-16
250974,2020-01-14
250975,2020-06-14
250976,2020-06-21
250977,2020-02-22
250978,2020-04-26
250979,2020-05-28
250980,2020-05-11
250981,2020-04-17
250982,2020-05-09
250983,2020-02-27
250984,2020-02-18
250985,2020-03-11
250986,2020-02-05
250987,2020-01-01
250988,2020-03-27
250989,2020-04-12
250990,2020-01-22
250991,2020-05-09
250992,2020-05-25
250993,2020-02-26
250994,2020-01-25
250995,2020-03-24
250996,2020-03-22
250997,2020-03-27
250998,2020-01-15
250999,2020-04-18
251000,2020-03-27
251001,2020-02-01
251002,2020-03-08
251003,2020-03-04
251004,2020-03-20
251005,2020-04-08
251006,2020-05-12
251007,2020-01-12
251008,2020-04-14
251009,2020-03-16
251010,2020-03-16
251011,2020-05-11
251012,2020-05-17
251013,2020-05-26
251014,2020-01-29
251015,2020-01-30
251016,2020-02-27
251017,2020-04-10
251018,2020-02-14
251019,2020-02-24
251020,2020-04-13
251021,2020-06-26
251022,2020-02-24
251023,2020-06-22
251024,2020-02-17
251025,2020-02-22
251026,2020-05-12
251027,2020-01-17
251028,2020-06-25
251029,2020-02-20
251030,2020-06-12
251031,2020-01-09
251032,2020-04-28
251033,2020-01-17
251034,2020-04-30
251035,2020-04-23
251036,2020-06-07
251037,2020-01-29
251038,2020-06-16
251039,2020-02-05
251040,2020-03-02
251041,2020-03-07
251042,2020-03-20
251043,2020-02-26
251044,2020-01-16
251045,2020-01-23
251046,2020-05-17
251047,2020-06-21
251048,2020-04-21
251049,2020-01-17
251050,2020-03-08
251051,2020-01-29
251052,2020-06-24
251053,2020-03-06
251054,2020-03-15
251055,2020-03-16
251056,2020-01-05
251057,2020-05-14
251058,2020-06-04
251059,2020-01-27
251060,2020-03-04
251061,2020-04-03
251062,2020-03-27
251063,2020-01-10
251064,2020-01-09
251065,2020-03-10
251066,2020-06-30
251067,2020-02-27
251068,2020-06-18
251069,2020-02-09
251070,2020-05-28
251071,2020-01-03
251072,2020-03-14
251073,2020-02-07
251074,2020-04-26
251075,2020-05-11
251076,2020-04-24
251077,2020-06-16
251078,2020-04-29
251079,2020-05-14
251080,2020-03-31
251081,2020-06-20
251082,2020-01-17
251083,2020-03-13
251084,2020-06-02
251085,2020-04-01
251086,2020-05-13
251087,2020-01-31
251088,2020-06-11
251089,2020-03-20
251090,2020-06-21
251091,2020-03-24
251092,2020-02-04
251093,2020-01-03
251094,2020-04-09
251095,2020-03-17
251096,2020-04-09
251097,2020-04-30
251098,2020-06-16
251099,2020-01-10
251100,2020-05-05
251101,2020-04-23
251102,2020-02-27
251103,2020-04-04
251104,2020-06-11
251105,2020-05-23
251106,2020-01-16
251107,2020-03-09
251108,2020-04-16
251109,2020-02-22
251110,2020-03-22
251111,2020-01-27
251112,2020-01-11
251113,2020-03-12
251114,2020-02-09
251115,2020-02-07
251116,2020-06-04
251117,2020-03-06
251118,2020-03-22
251119,2020-06-15
251120,2020-01-20
251121,2020-03-12
251122,2020-02-19
251123,2020-06-12
251124,2020-02-21
251125,2020-05-19
251126,2020-06-04
251127,2020-05-18
251128,2020-06-30
251129,2020-02-02
251130,2020-02-22
251131,2020-03-17
251132,2020-03-16
251133,2020-01-01
251134,2020-01-01
251135,2020-01-01
251136,2020-04-26
251137,2020-02-25
251138,2020-01-15
251139,2020-01-22
251140,2020-01-29
251141,2020-03-27
251142,2020-04-07
251143,2020-05-22
251144,2020-01-28
251145,2020-03-07
251146,2020-05-29
251147,2020-01-15
251148,2020-05-22
251149,2020-04-11
251150,2020-04-09
251151,2020-05-29
251152,2020-01-24
251153,2020-05-07
251154,2020-03-25
251155,2020-02-04
251156,2020-01-29
251157,2020-06-09
251158,2020-04-25
251159,2020-04-17
251160,2020-06-18
251161,2020-02-03
251162,2020-03-24
251163,2020-01-12
251164,2020-04-13
251165,2020-05-10
251166,2020-05-05
251167,2020-05-28
251168,2020-01-20
251169,2020-04-30
251170,2020-03-28
251171,2020-03-26
251172,2020-05-20
251173,2020-01-30
251174,2020-04-16
251175,2020-05-16
251176,2020-05-20
251177,2020-01-12
251178,2020-05-13
251179,2020-01-22
251180,2020-06-24
251181,2020-06-26
251182,2020-03-03
251183,2020-03-27
251184,2020-04-13
251185,2020-04-23
251186,2020-01-19
251187,2020-02-28
251188,2020-04-01
251189,2020-03-06
251190,2020-05-07
251191,2020-01-23
251192,2020-02-04
251193,2020-02-23
251194,2020-02-25
251195,2020-02-18
251196,2020-06-27
251197,2020-01-08
251198,2020-06-02
251199,2020-04-01
251200,2020-02-08
251201,2020-03-08
251202,2020-01-16
251203,2020-05-24
251204,2020-06-01
251205,2020-05-21
251206,2020-06-02
251207,2020-04-27
251208,2020-03-18
251209,2020-03-08
251210,2020-04-12
251211,2020-01-26
251212,2020-02-23
251213,2020-04-24
251214,2020-04-15
251215,2020-04-30
251216,2020-05-09
251217,2020-02-19
251218,2020-06-26
251219,2020-04-27
251220,2020-02-19
251221,2020-06-19
251222,2020-04-10
251223,2020-01-26
251224,2020-04-24
251225,2020-05-27
251226,2020-03-01
251227,2020-01-23
251228,2020-04-18
251229,2020-06-06
251230,2020-05-05
251231,2020-04-28
251232,2020-04-25
251233,2020-04-21
251234,2020-06-13
251235,2020-01-02
251236,2020-05-08
251237,2020-06-30
251238,2020-03-13
251239,2020-03-20
251240,2020-03-03
251241,2020-02-15
251242,2020-04-02
251243,2020-04-16
251244,2020-02-09
251245,2020-02-27
251246,2020-05-26
251247,2020-06-01
251248,2020-06-08
251249,2020-06-07
251250,2020-06-10
251251,2020-02-18
251252,2020-01-23
251253,2020-06-28
251254,2020-05-03
251255,2020-02-15
251256,2020-02-03
251257,2020-06-16
251258,2020-04-18
251259,2020-04-01
251260,2020-03-26
251261,2020-01-13
251262,2020-03-25
251263,2020-06-01
251264,2020-05-12
251265,2020-01-23
251266,2020-04-08
251267,2020-06-05
251268,2020-03-19
251269,2020-03-19
251270,2020-06-09
251271,2020-03-09
251272,2020-01-23
251273,2020-04-30
251274,2020-05-19
251275,2020-06-06
251276,2020-05-31
251277,2020-06-10
251278,2020-03-07
251279,2020-06-13
251280,2020-03-26
251281,2020-01-04
251282,2020-04-28
251283,2020-03-31
251284,2020-03-10
251285,2020-02-21
251286,2020-02-08
251287,2020-01-24
251288,2020-02-06
251289,2020-04-28
251290,2020-05-25
251291,2020-02-07
251292,2020-06-12
251293,2020-02-21
251294,2020-04-26
251295,2020-01-25
251296,2020-03-14
251297,2020-04-23
251298,2020-05-14
251299,2020-02-19
251300,2020-05-29
251301,2020-01-07
251302,2020-01-15
251303,2020-05-17
251304,2020-04-23
251305,2020-01-19
251306,2020-05-03
251307,2020-04-10
251308,2020-04-18
251309,2020-05-14
251310,2020-05-10
251311,2020-02-15
251312,2020-01-18
251313,2020-03-29
251314,2020-05-31
251315,2020-04-01
251316,2020-02-29
251317,2020-01-08
251318,2020-01-13
251319,2020-04-08
251320,2020-05-30
251321,2020-01-23
251322,2020-05-13
251323,2020-04-09
251324,2020-01-11
251325,2020-02-26
251326,2020-04-24
251327,2020-02-23
251328,2020-04-04
251329,2020-02-02
251330,2020-04-22
251331,2020-01-10
251332,2020-06-26
251333,2020-01-02
251334,2020-02-12
251335,2020-01-14
251336,2020-06-19
251337,2020-04-09
251338,2020-05-19
251339,2020-04-22
251340,2020-02-05
251341,2020-02-08
251342,2020-02-18
251343,2020-05-15
251344,2020-04-04
251345,2020-05-13
251346,2020-05-14
251347,2020-06-21
251348,2020-01-07
251349,2020-04-07
251350,2020-05-10
251351,2020-03-23
251352,2020-01-02
251353,2020-03-14
251354,2020-01-30
251355,2020-05-25
251356,2020-06-18
251357,2020-05-12
251358,2020-05-01
251359,2020-03-31
251360,2020-05-18
251361,2020-06-30
251362,2020-06-01
251363,2020-02-14
251364,2020-01-26
251365,2020-03-31
251366,2020-01-12
251367,2020-06-30
251368,2020-01-23
251369,2020-03-14
251370,2020-05-26
251371,2020-04-27
251372,2020-02-17
251373,2020-03-16
251374,2020-02-19
251375,2020-03-08
251376,2020-05-14
251377,2020-02-23
251378,2020-01-04
251379,2020-04-29
251380,2020-05-01
251381,2020-04-17
251382,2020-06-05
251383,2020-02-08
251384,2020-04-26
251385,2020-04-04
251386,2020-06-07
251387,2020-03-31
251388,2020-06-03
251389,2020-03-13
251390,2020-04-06
251391,2020-01-15
251392,2020-03-18
251393,2020-04-03
251394,2020-06-30
251395,2020-01-02
251396,2020-01-07
251397,2020-02-20
251398,2020-05-24
